EAM forces, DFT forces 
-1.0215434919627446,-1.06878704
1.059086904503275,0.8714828
-0.3818666444514677,-0.22088752
-1.2263763727272217,-0.99551363
1.6998068831409778,1.5480123
-0.5477663782472879,-0.50327367
0.6935681272678564,0.79084897
-1.2285064705483493,-1.34346682
-0.7207537159095895,-0.89749448
0.19093726208691295,0.23977791
0.17885882664871858,0.23691901
0.206172526618075,0.19317155
-0.7663062461558687,-0.80033821
-0.10275562573559402,0.08459523
1.4717916830178945,1.45295306
-5.948565693180259e-06,-0.20489194
-1.2281148328042204,-1.29607289
1.2976974370020942,1.31772138
0.4044905043000473,0.41375515
-0.7036338919282933,-0.76871903
-0.34982410832221034,-0.25921584
0.4613866597876571,0.60743982
0.3852099564129184,0.38012642
2.1115531235108995,2.14190137
-0.8737927184859361,-0.85868242
0.6909458867233509,0.81646613
0.4163643535668856,0.54355247
0.5993326373613547,0.56576123
0.7428068932867703,0.66818756
0.05279474956733171,-0.09174011
-1.6790137873863888,-1.75492229
-1.5234965521523207,-1.35508424
-2.59494166052564,-2.50182419
1.941629511663932,2.02036188
-0.5058211572525432,-0.67198039
-1.1908094395795352,-1.19506626
1.7686521279647363,1.91401954
-0.612969951391748,-0.7141641
-1.817061005623105,-1.71937999
0.057159024794844915,-0.04296061
0.6178652699946976,0.46360732
1.9917906420502673,1.9964335
-0.11879724531538437,-0.02469203
-0.5898884407421009,-0.23297159
0.1924826086677717,0.21623192
-0.5557494416748023,-0.58448369
-0.32179881004418676,-0.2840725
0.4022765552086997,0.37497878
0.3659348979010485,0.5019716
0.3166979540279356,0.0740754
0.16182811013478512,0.10719056
-0.4301817178503132,-0.53449581
0.8367470195847239,0.68485728
-0.405416096254072,-0.33545544
-1.7432685822357719,-1.71829932
-0.09508751790792656,-0.1292555
-1.9628204556644884,-1.9169242
-1.3734082461667607,-1.2891215
2.145096464878185,2.03049172
-0.23767243474088465,-0.33058209
-1.7197045631998151,-1.72324007
0.46329353673210616,0.4893849
-0.10973130185257164,-0.18011924
1.0529267088648748,1.08610671
1.1358272479454254,1.18019346
0.25193432539166555,0.15411431
1.6280200437725,1.64547751
0.044756212199702314,-0.0114057
0.16656537826726373,0.10626249
0.0876012042630869,0.10669636
-0.05496158804821061,-0.12500107
-2.0773838025371907,-2.00708443
-1.0862081916107844,-1.30542424
1.887631551133215,1.79380478
-2.0092642650941044,-1.96623409
-0.6071783024206151,-0.73087543
1.2861793169867997,1.22407957
-1.1087684726212672,-1.30470837
0.7529472750612219,0.74017346
-0.8829574033517824,-0.84788674
1.1924036114248424,1.34798717
-0.45326455955216743,-0.44311956
1.1550773101978793,1.06901083
-0.09799856941873251,-0.14633104
-1.0667449354712657,-1.0698789
-0.9242471663675,-0.76624827
-0.8192746808399417,-0.71802392
1.2466598228951018,1.38126391
1.6975790188889368,1.8738235
0.8661602728555166,0.79027665
-1.9230227483748874,-1.85464447
1.5526126079856315,1.69589767
1.1224492735532838,1.06186953
0.3484130626808377,0.31374347
1.423416431262919,1.40465888
-0.6235628305782568,-0.66956413
0.28754035126759353,0.47287324
-0.9146368645987579,-1.09425434
1.2807728456094296,1.11388279
1.5673513455986394,1.38970771
-1.5373237726380864,-1.48003215
-0.7748266681881236,-0.59200583
0.7424433590244026,0.78713312
-0.7418010044289698,-0.75271604
-0.07559506418269726,0.02779738
-1.4433147800689712,-1.41818495
