EAM forces, DFT forces 
-0.9450282049877026,-1.06878704
1.0225398739782627,0.8714828
-0.38653467344485853,-0.22088752
-1.1597511032157175,-0.99551363
1.5761966743028242,1.5480123
-0.5365380636416553,-0.50327367
0.6299343443599613,0.79084897
-1.0902003850975506,-1.34346682
-0.6675970163023008,-0.89749448
0.1687815309124672,0.23977791
0.14913075194223563,0.23691901
0.20567065843984594,0.19317155
-0.7086425111743363,-0.80033821
-0.12894724435234858,0.08459523
1.396350154215348,1.45295306
0.026137793339878618,-0.20489194
-1.161316942286702,-1.29607289
1.1884602397704518,1.31772138
0.3914573565642533,0.41375515
-0.6623473285164808,-0.76871903
-0.33971198118387824,-0.25921584
0.4252922947395002,0.60743982
0.3713308222157452,0.38012642
1.9689296801170404,2.14190137
-0.8451194456581851,-0.85868242
0.6319495285719193,0.81646613
0.3893210754656253,0.54355247
0.564446265618186,0.56576123
0.7328950767601455,0.66818756
0.07848278910899065,-0.09174011
-1.5700263651646535,-1.75492229
-1.4325900763549795,-1.35508424
-2.4176175923096235,-2.50182419
1.8483831443767524,2.02036188
-0.4769489509166141,-0.67198039
-1.1073629033665076,-1.19506626
1.6008890373373663,1.91401954
-0.5819291753944724,-0.7141641
-1.6977708383250678,-1.71937999
0.07946445090266521,-0.04296061
0.6029362783054686,0.46360732
1.8291267594446325,1.9964335
-0.1258756714602804,-0.02469203
-0.598001592189663,-0.23297159
0.19144714133772298,0.21623192
-0.5210471955407682,-0.58448369
-0.31758361568412236,-0.2840725
0.4037797182675195,0.37497878
0.3354371515182959,0.5019716
0.3265550980294981,0.0740754
0.1617020296648279,0.10719056
-0.4023906850674505,-0.53449581
0.8140463224257599,0.68485728
-0.4132317859872864,-0.33545544
-1.6063003029080396,-1.71829932
-0.07684851425999652,-0.1292555
-1.8735316565555422,-1.9169242
-1.3379005622935676,-1.2891215
2.0113346303152477,2.03049172
-0.2149919566863711,-0.33058209
-1.608651449423903,-1.72324007
0.41036573171020485,0.4893849
-0.12536657476528915,-0.18011924
0.9971275702605296,1.08610671
1.037191896153114,1.18019346
